Date,Symbol,Side,Quantity,Price,TradeValue,Allocated,RemainingAllocation,CashAfterTrade,EntryDate,EntryPrice
3/10/2024,CBBL,BUY,7,837,5859,6666.666667,807.6666667,300916.56,3/10/2024,837
3/10/2024,DDBL,BUY,8,750,6000,6666.666667,666.6666667,294916.56,3/10/2024,750
3/10/2024,EBL,BUY,12,515,6180,6666.666667,486.6666667,288736.56,3/10/2024,515
3/10/2024,JBBL,BUY,22,295,6490,6666.666667,176.6666667,282246.56,3/10/2024,295
3/13/2024,DDBL,SELL,8,805.6,6444.8,,,288691.36,3/10/2024,750
3/19/2024,CIT,SELL,3,2120,6360,,,295051.36,3/4/2024,2093
3/25/2024,CBBL,SELL,7,883.3,6183.1,,,301234.46,3/10/2024,837
3/25/2024,EBL,SELL,12,510,6120,,,307354.46,3/10/2024,515
3/25/2024,JBBL,SELL,22,300,6600,,,313954.46,3/10/2024,295
4/4/2024,OHL,BUY,8,779,6232,6666.666667,434.6666667,307722.46,4/4/2024,779
4/9/2024,LICN,BUY,4,1365,5460,6666.666667,1206.666667,308422.46,4/9/2024,1365
4/9/2024,OHL,SELL,8,770,6160,,,313882.46,4/4/2024,779
4/10/2024,GBBL,BUY,17,376,6392,6666.666667,274.6666667,307490.86,4/10/2024,376
4/10/2024,LICN,SELL,4,1365.1,5460.4,,,313882.86,4/9/2024,1365
4/14/2024,GBBL,SELL,17,372,6324,,,313814.86,4/10/2024,376
4/21/2024,ADBL,BUY,29,227.8,6606.2,6666.666667,60.46666667,307208.66,4/21/2024,227.8
4/28/2024,NTC,BUY,8,810.5,6484,6666.666667,182.6666667,300724.66,4/28/2024,810.5
4/28/2024,SADBL,BUY,22,294.1,6470.2,6666.666667,196.4666667,294254.46,4/28/2024,294.1
4/29/2024,GBBL,BUY,18,361,6498,6666.666667,168.6666667,294436.46,4/29/2024,361
4/29/2024,NTC,SELL,8,835,6680,,,300934.46,4/28/2024,810.5
4/30/2024,SANIMA,BUY,28,237.7,6655.6,6666.666667,11.06666667,287780.86,4/30/2024,237.7
5/2/2024,SADBL,SELL,22,328,7216,,,294996.86,4/28/2024,294.1
5/5/2024,GBBL,SELL,18,372,6696,,,301692.86,4/29/2024,361
5/5/2024,SANIMA,SELL,28,234,6552,,,308244.86,4/30/2024,237.7
5/9/2024,TRH,BUY,9,715,6435,6666.666667,231.6666667,301809.86,5/9/2024,715
5/12/2024,PCBL,BUY,34,194.8,6623.2,6666.666667,43.46666667,295186.66,5/12/2024,194.8
5/13/2024,ADBL,SELL,29,243.7,7067.3,,,302253.96,4/21/2024,227.8
5/13/2024,EBL,BUY,13,502,6526,6666.666667,140.6666667,295727.96,5/13/2024,502
5/13/2024,HBL,BUY,38,173,6574,6666.666667,92.66666667,289153.96,5/13/2024,173
5/13/2024,SBI,BUY,24,276.8,6643.2,6666.666667,23.46666667,282510.76,5/13/2024,276.8
5/14/2024,EBL,SELL,13,519.8,6757.4,,,289268.16,5/13/2024,502
5/16/2024,HBL,SELL,38,181.5,6897,,,296165.16,5/13/2024,173
5/19/2024,TRH,SELL,9,726,6534,,,302699.16,5/9/2024,715
5/21/2024,PCBL,SELL,34,208,7072,,,309771.16,5/12/2024,194.8
5/29/2024,SBI,SELL,24,310,7440,,,317211.16,5/13/2024,276.8
6/11/2024,NLIC,BUY,10,611,6110,6666.666667,556.6666667,311101.16,6/11/2024,611
6/12/2024,NHPC,BUY,44,148.3,6525.2,6666.666667,141.4666667,304575.96,6/12/2024,148.3
6/16/2024,NLIC,SELL,10,634,6340,,,310915.96,6/11/2024,611
6/20/2024,NHPC,SELL,44,145.1,6384.4,,,317300.36,6/12/2024,148.3
7/1/2024,SADBL,BUY,21,304.6,6396.6,6666.666667,270.0666667,310903.76,7/1/2024,304.6
7/2/2024,AHPC,BUY,43,153,6579,6666.666667,87.66666667,304324.76,7/2/2024,153
7/2/2024,CHCL,BUY,15,439.6,6594,6666.666667,72.66666667,297730.76,7/2/2024,439.6
7/2/2024,GBBL,BUY,18,361.4,6505.2,6666.666667,161.4666667,291225.56,7/2/2024,361.4
7/3/2024,AHPC,SELL,43,157.1,6755.3,,,297980.86,7/2/2024,153
7/7/2024,CBBL,BUY,7,837,5859,6666.666667,807.6666667,292121.86,7/7/2024,837
7/7/2024,NHPC,BUY,46,143,6578,6666.666667,88.66666667,285543.86,7/7/2024,143
7/8/2024,NHPC,SELL,46,145,6670,,,292213.86,7/7/2024,143
7/9/2024,GBBL,SELL,18,371,6678,,,298891.86,7/2/2024,361.4
7/16/2024,CBBL,SELL,7,900,6300,,,305191.86,7/7/2024,837
7/29/2024,CHCL,SELL,15,568.5,8527.5,,,313719.36,7/2/2024,439.6
8/21/2024,SADBL,SELL,21,470,9870,,,323589.36,7/1/2024,304.6
10/1/2024,CHCL,BUY,12,551,6612,6666.666667,54.66666667,316977.36,10/1/2024,551
10/2/2024,NLIC,BUY,8,803,6424,6666.666667,242.6666667,310553.36,10/2/2024,803
10/6/2024,BPCL,BUY,15,430,6450,6666.666667,216.6666667,304103.36,10/6/2024,430
10/7/2024,BBC,BUY,1,4260,4260,6666.666667,2406.666667,306779.36,10/7/2024,4260
10/7/2024,CHCL,SELL,12,578,6936,,,311039.36,10/1/2024,551
10/8/2024,BBC,SELL,1,4250.1,4250.1,,,311029.46,10/7/2024,4260
10/8/2024,NLIC,SELL,8,859.4,6875.2,,,317904.66,10/2/2024,803
10/27/2024,BPCL,SELL,15,459,6885,,,324789.66,10/6/2024,430
10/28/2024,DDBL,BUY,7,906,6342,6666.666667,324.6666667,318447.66,10/28/2024,906
11/5/2024,DDBL,SELL,7,945.7,6619.9,,,325067.56,10/28/2024,906
12/29/2024,NTC,BUY,7,951,6657,6666.666667,9.666666667,318410.56,12/29/2024,951
12/31/2024,NTC,SELL,7,960.3,6722.1,,,325132.66,12/29/2024,951
1/5/2025,TRH,BUY,6,1079,6474,6666.666667,192.6666667,318658.66,1/5/2025,1079
1/6/2025,ALICL,BUY,9,707.3,6365.7,6666.666667,300.9666667,312292.96,1/6/2025,707.3
1/6/2025,JBBL,BUY,17,375.5,6383.5,6666.666667,283.1666667,305909.46,1/6/2025,375.5
1/7/2025,JBBL,SELL,17,380,6460,,,312369.46,1/6/2025,375.5
1/7/2025,TRH,SELL,6,1100,6600,,,318969.46,1/5/2025,1079
1/13/2025,ALICL,SELL,9,717,6453,,,325422.46,1/6/2025,707.3
2/2/2025,HBL,BUY,30,219,6570,6666.666667,96.66666667,318852.46,2/2/2025,219
2/4/2025,HBL,SELL,30,232.3,6969,,,325821.46,2/2/2025,219
2/16/2025,NHPC,BUY,30,221.8,6654,6666.666667,12.66666667,319167.46,2/16/2025,221.8
2/16/2025,OHL,BUY,7,887.9,6215.3,6666.666667,451.3666667,312952.16,2/16/2025,887.9
2/17/2025,SBI,BUY,16,412,6592,6666.666667,74.66666667,306360.16,2/17/2025,412
2/18/2025,NHPC,SELL,30,217.4,6522,,,312882.16,2/16/2025,221.8
2/23/2025,OHL,SELL,7,971,6797,,,319679.16,2/16/2025,887.9
2/27/2025,JBBL,BUY,18,358,6444,6666.666667,222.6666667,313235.16,2/27/2025,358
3/10/2025,JBBL,SELL,18,364,6552,,,319787.16,2/27/2025,358
3/10/2025,SBI,SELL,16,423,6768,,,326555.16,2/17/2025,412
3/27/2025,BBC,BUY,1,5201,5201,6666.666667,1465.666667,321354.16,3/27/2025,5201
4/2/2025,ADBL,BUY,23,288,6624,6666.666667,42.66666667,314730.16,4/2/2025,288
4/2/2025,KBL,BUY,32,206.1,6595.2,6666.666667,71.46666667,308134.96,4/2/2025,206.1
4/10/2025,ADBL,SELL,23,291,6693,,,314827.96,4/2/2025,288
4/13/2025,KBL,SELL,32,212.5,6800,,,321627.96,4/2/2025,206.1
4/15/2025,AHPC,BUY,27,246,6642,6666.666667,24.66666667,314985.96,4/15/2025,246
4/15/2025,SANIMA,BUY,21,306,6426,6666.666667,240.6666667,308559.96,4/15/2025,306
4/17/2025,AHPC,SELL,27,267,7209,,,315768.96,4/15/2025,246
4/21/2025,BBC,SELL,1,6100,6100,,,321868.96,3/27/2025,5201
4/29/2025,SANIMA,SELL,21,305,6405,,,328273.96,4/15/2025,306
5/11/2025,NABIL,BUY,13,490,6370,6666.666667,296.6666667,321903.96,5/11/2025,490
5/14/2025,NABIL,SELL,13,490,6370,,,328273.96,5/11/2025,490
5/20/2025,ALICL,BUY,9,718,6462,6666.666667,204.6666667,321811.96,5/20/2025,718
5/20/2025,KBL,BUY,33,199.3,6576.9,6666.666667,89.76666667,315235.06,5/20/2025,199.3
5/21/2025,SBI,BUY,16,395.2,6323.2,6666.666667,343.4666667,308911.86,5/21/2025,395.2
5/25/2025,ALICL,SELL,9,730,6570,,,315481.86,5/20/2025,718
5/25/2025,KBL,SELL,33,221.3,7302.9,,,322784.76,5/20/2025,199.3
5/26/2025,SBI,SELL,16,409,6544,,,329328.76,5/21/2025,395.2
6/29/2025,FMDBL,BUY,9,733,6597,6666.666667,69.66666667,322731.76,6/29/2025,733
6/30/2025,FMDBL,SELL,9,743.21,6688.89,,,329420.65,6/29/2025,733
7/1/2025,FMDBL,BUY,8,745,5960,6666.666667,706.6666667,323460.65,7/1/2025,745
7/1/2025,MNBBL,BUY,18,356.64,6419.52,6666.666667,247.1466667,317041.13,7/1/2025,356.64
7/2/2025,FMDBL,SELL,8,766.9,6135.2,,,323176.33,7/1/2025,745
7/15/2025,AHPC,BUY,23,287.8,6619.4,6666.666667,47.26666667,316556.93,7/15/2025,287.8
7/27/2025,AHPC,SELL,23,323.5,7440.5,,,323997.43,7/15/2025,287.8
8/4/2025,MNBBL,SELL,18,455,8190,,,332187.43,7/1/2025,356.64
