Symbol,Date,Open,High,Low,Close,Percent Change,Volume,Turnover,Daily_Return,Log_Return,SMA_5,SMA_20,EMA_12,EMA_26,RSI_14,MACD,MACD_Signal,ATR_14,BB_Middle,BB_Std,BB_Upper,BB_Lower,OBV
ADBL,2/29/2012,109,109,108,108,-0.92%,1030,111630,-0.009174312,-0.009216655,108.2,109.45,108.8591573,110.0224504,77.9630112,-1.163293105,-1.152030684,2.357142857,109.45,1.316894273,112.0837885,106.8162115,-7217
ADBL,3/1/2012,108,109,107,108,0.00%,2300,249002,0,0,108,109.25,108.7269793,109.8726393,79.55532167,-1.145660013,-1.15075655,2.214285714,109.25,1.208522369,111.6670447,106.8329553,-7217
ADBL,3/4/2012,108,109,104,109,0.93%,1451,155189,0.009259259,0.009216655,108.4,109.2,108.7689825,109.8079994,79.64903091,-1.039016878,-1.128408615,2.5,109.2,1.196486083,111.5929722,106.8070278,-5766
ADBL,3/5/2012,109,109,107,107,-1.83%,460,49660,-0.018348624,-0.018519048,108.2,109,108.4968313,109.5999994,78.72689938,-1.103168076,-1.123360507,2.571428571,109,1.213953957,111.4279079,106.5720921,-6226
ADBL,3/6/2012,107,107,105,105,-1.87%,2124,225526,-0.018691589,-0.018868484,107.4,108.7,107.9588573,109.2592587,76.20578778,-1.300401429,-1.158768692,2.642857143,108.7,1.417930293,111.5358606,105.8641394,-8350
ADBL,3/11/2012,105,106,105,106,0.95%,754,79584,0.00952381,0.009478744,107,108.5,107.6574946,109.0178321,92.20132743,-1.360337516,-1.199082457,2.428571429,108.5,1.504379571,111.5087591,105.4912409,-7596
ADBL,3/12/2012,106,107,102,106,0.00%,1022,106572,0,0,106.6,108.25,107.4024954,108.794289,89.94771863,-1.391793567,-1.237624679,2.571428571,108.25,1.482352327,111.2147047,105.2852953,-7596
ADBL,3/13/2012,106,106,104,104,-1.89%,1321,137985,-0.018867925,-0.019048195,105.6,107.95,106.8790346,108.4391565,78.8638985,-1.560121885,-1.30212412,2.571428571,107.95,1.700619082,111.3512382,104.5487618,-8917
ADBL,3/14/2012,104,105,103,103,-0.96%,793,82513,-0.009615385,-0.009661911,104.8,107.6,106.2822601,108.036256,70,-1.753995959,-1.392498488,2.428571429,107.6,1.95744194,111.5148839,103.6851161,-9710
ADBL,3/15/2012,103,103,101,103,0.00%,842,85504,0,0,104.4,107.3,105.777297,107.6632,70.18569464,-1.885903043,-1.491179399,2.5,107.3,2.178845663,111.6576913,102.9423087,-9710
ADBL,3/18/2012,103,103,101,103,0.00%,1003,102758,0,0,103.8,107,105.3500205,107.3177778,75.78908281,-1.967757277,-1.586494975,2.5,107,2.339590607,111.6791812,102.3208188,-9710
ADBL,3/19/2012,103,105,102,102,-0.97%,311,32483,-0.009708738,-0.009756175,103,106.7,104.8346327,106.9238683,79.52022914,-2.089235582,-1.687043096,2.428571429,106.7,2.577228213,111.8544564,101.5455436,-10021
ADBL,3/20/2012,102,103,101,101,-0.98%,4107,416910,-0.009803922,-0.009852296,102.4,106.3,104.2446892,106.4850633,74.25310507,-2.240374019,-1.797709281,2.428571429,106.3,2.811629982,111.92326,100.67674,-14128
ADBL,3/21/2012,101,106,101,104,2.97%,1257,129261,0.02970297,0.029270382,102.6,105.95,104.2070447,106.3009845,61.34249899,-2.093939758,-1.856955376,2.571428571,105.95,2.62528194,111.2005639,100.6994361,-12871
ADBL,3/25/2012,104,106,102,106,1.92%,920,95370,0.019230769,0.019048195,103.2,105.85,104.482884,106.2786894,47.16981132,-1.79580534,-1.844725369,2.785714286,105.85,2.58079955,111.0115991,100.6884009,-11951
ADBL,3/26/2012,106,107,103,107,0.94%,2082,221133,0.009433962,0.00938974,104,105.75,104.8701326,106.3321198,45.09695291,-1.461987144,-1.768177724,2.928571429,105.75,2.48945143,110.7289029,100.7710971,-9869
ADBL,3/27/2012,107,105,102,103,-3.74%,270,27830,-0.037383178,-0.038099846,104.2,105.45,104.5824199,106.0852961,29.56645345,-1.502876169,-1.715117413,2.928571429,105.45,2.438183103,110.3263662,100.5736338,-10139
ADBL,3/28/2012,103,106,104,106,2.91%,1615,169040,0.029126214,0.028710106,105.2,105.4,104.8005092,106.0789779,27.67123288,-1.278468697,-1.62778767,3,105.4,2.414866238,110.2297325,100.5702675,-8524
ADBL,3/29/2012,106,108,105,105,-0.94%,1395,148120,-0.009433962,-0.009478744,105.4,105.25,104.8312001,105.9990536,23.23727774,-1.167853513,-1.535800838,3.071428571,105.25,2.336776908,109.9235538,100.5764462,-9919
ADBL,4/1/2012,105,106,105,106,0.95%,1762,185480,0.00952381,0.009478744,105.4,105.1,105.0110154,105.9991237,20.54398148,-0.988108243,-1.426262319,3.071428571,105.1,2.174009151,109.4480183,100.7519817,-8157
ADBL,4/2/2012,106,106,104,105,-0.94%,1275,133865,-0.009433962,-0.009478744,105,104.95,105.0093208,105.9251145,15.08007117,-0.915793764,-1.324168608,2.857142857,104.95,2.064104241,109.0782085,100.8217915,-9432
ADBL,4/3/2012,105,106,106,106,0.95%,680,72080,0.00952381,0.009478744,105.6,104.85,105.1617329,105.9306616,15.27027027,-0.768928645,-1.213120616,2.785714286,104.85,1.954078057,108.7581561,100.9418439,-8752
